"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 30 08:16:36 UTC 2022","Fri Sep 30 08:16:37 UTC 2022","1295","","[FNN-563] LogIn from home page Functionality","","[FNN-563] LogIn from home page Functionality","login from home page with wrong email format","login from home page with wrong email format",""
"passed","Fri Sep 30 08:18:35 UTC 2022","Fri Sep 30 08:18:36 UTC 2022","1073","","[FNN-558] Forgot password Functionality","","[FNN-558] Forgot password Functionality","forgot passwd with wrong email","forgot passwd with wrong email",""
"passed","Fri Sep 30 08:16:07 UTC 2022","Fri Sep 30 08:16:13 UTC 2022","5944","","[FNN-577] Subscribe Functionality","","[FNN-577] Subscribe Functionality","subscribe with short passwd","subscribe with short passwd",""
"passed","Fri Sep 30 08:16:01 UTC 2022","Fri Sep 30 08:16:07 UTC 2022","5963","","[FNN-577] Subscribe Functionality","","[FNN-577] Subscribe Functionality","subscribe with wrong phone number","subscribe with wrong phone number",""
"passed","Fri Sep 30 08:17:27 UTC 2022","Fri Sep 30 08:17:31 UTC 2022","3988","","[FNN-588] Project posting without account Functionality","","[FNN-588] Project posting without account Functionality","post project without account passwords matching","post project without account passwords matching",""
"passed","Fri Sep 30 08:17:21 UTC 2022","Fri Sep 30 08:17:24 UTC 2022","2997","","[FNN-588] Project posting without account Functionality","","[FNN-588] Project posting without account Functionality","post project with wrong account phone number","post project with wrong account phone number",""
"passed","Fri Sep 30 08:17:40 UTC 2022","Fri Sep 30 08:17:41 UTC 2022","1737","","[FNN-568] Search projects  Functionality","","[FNN-568] Search projects  Functionality","should filter out the projects by Hourly rate","should filter out the projects by Hourly rate",""
"passed","Fri Sep 30 08:17:43 UTC 2022","Fri Sep 30 08:17:59 UTC 2022","16119","","[FNN-619] Send manually an invitation with valid recipient data","","[FNN-619] Send manually an invitation with valid recipient data","invite manually via email with valid recipient data and without message","invite manually via email with valid recipient data and without message",""
"passed","Fri Sep 30 08:16:25 UTC 2022","Fri Sep 30 08:16:27 UTC 2022","1946","","[FNN-577] Subscribe Functionality","","[FNN-577] Subscribe Functionality","subscribe with empty data","subscribe with empty data",""
"passed","Fri Sep 30 08:15:37 UTC 2022","Fri Sep 30 08:15:44 UTC 2022","7314","","[FNN-577] Subscribe Functionality","","[FNN-577] Subscribe Functionality","subscribe without sector","subscribe without sector",""
"passed","Fri Sep 30 08:16:42 UTC 2022","Fri Sep 30 08:16:46 UTC 2022","4473","","[FNN-574] Login Functionality","","[FNN-574] Login Functionality","login with valid email and invalid passwd (email should be changed)","login with valid email and invalid passwd (email should be changed)",""
"passed","Fri Sep 30 08:17:59 UTC 2022","Fri Sep 30 08:18:10 UTC 2022","10781","","[FNN-619] Send manually an invitation with valid recipient data","","[FNN-619] Send manually an invitation with valid recipient data","invite manually via email with valid recipient data and with message","invite manually via email with valid recipient data and with message",""
"passed","Fri Sep 30 08:16:52 UTC 2022","Fri Sep 30 08:16:57 UTC 2022","4912","","[FNN-588] Project posting without account Functionality","","[FNN-588] Project posting without account Functionality","post project with empty account data","post project with empty account data",""
"passed","Fri Sep 30 08:16:37 UTC 2022","Fri Sep 30 08:16:39 UTC 2022","1215","","[FNN-563] LogIn from home page Functionality","","[FNN-563] LogIn from home page Functionality","login from home page without passwd","login from home page without passwd",""
"passed","Fri Sep 30 08:16:19 UTC 2022","Fri Sep 30 08:16:25 UTC 2022","6232","","[FNN-577] Subscribe Functionality","","[FNN-577] Subscribe Functionality","subscribe without agreeing to the Terms and Conditions","subscribe without agreeing to the Terms and Conditions",""
"passed","Fri Sep 30 08:18:28 UTC 2022","Fri Sep 30 08:18:29 UTC 2022","1067","","[FNN-620] Send an invitation with invalid recipient data","","[FNN-620] Send an invitation with invalid recipient data","invite manually via email empty data","invite manually via email empty data",""
"passed","Fri Sep 30 08:16:39 UTC 2022","Fri Sep 30 08:16:40 UTC 2022","1172","","[FNN-563] LogIn from home page Functionality","","[FNN-563] LogIn from home page Functionality","login from home page with empty data","login from home page with empty data",""
